,price_log
38471,7.522400231387125
33354,7.824046010856292
29933,8.433811582477187
36142,8.429017500512511
5636,9.733884768149949
32353,8.961879012677683
23735,8.294049640102028
22508,8.591186871324563
34792,9.28266103355581
20294,7.803843303538772
14128,8.06777619577889
5370,8.433811582477187
33755,7.600902459542082
17053,7.919356190660617
30572,7.972466015974565
27842,8.160518247477505
33290,8.130059039992796
34015,8.277666160851503
7369,7.696212639346407
14119,7.24422751560335
29517,8.454253391642363
27950,7.908387159290043
46848,7.393263094763838
4947,8.055157731819678
6152,8.612321536507814
43472,7.696212639346407
36532,9.305650551780507
9107,7.696212639346407
12879,8.517193191416238
37672,8.779557455883728
5605,8.063062911326792
3874,7.707512194600341
13632,7.86288203464149
21054,8.31752199628717
38593,8.496990484098719
33284,8.556413904569519
23106,8.202482446576537
680,7.496652438168283
33963,9.392661928770137
19775,7.718685495198466
33453,8.496990484098719
23879,7.803843303538772
28738,8.612503371220562
39371,9.047233034106032
31042,8.160518247477505
34772,8.070906088787819
35357,9.230142999272362
15444,7.937374696163295
6340,7.649692623711514
20171,8.48673398393153
21067,7.955074273262696
39680,7.600902459542082
31421,7.696212639346407
33991,8.070906088787819
14127,8.175829008714597
48367,7.696212639346407
7769,8.399535147948004
34382,8.1886891244442
34816,8.475328987317539
26549,7.492760300922379
47800,8.216088098632316
32620,8.647343875881283
41029,7.649692623711514
5275,8.026170194946426
6037,8.411832675758411
24669,7.90100705199242
22640,7.738488122494646
42317,8.101677747454572
39725,7.590852123688581
45818,8.039157390473237
17681,7.517520850603031
25129,8.100161446936607
12716,7.52294091807237
12979,8.607947554684701
42596,7.7406644019172415
22643,8.512180649592693
15456,8.325063693631197
9061,8.517193191416238
11746,8.779557455883728
22435,8.49596955496461
26548,8.365206834418355
20252,7.696212639346407
10957,7.509335266016592
47664,7.762170607138205
909,7.718685495198466
44864,9.159047077588632
19310,8.150756470275551
36147,8.517193191416238
13980,8.116417072794205
41544,8.006367567650246
23379,8.699514748210191
33996,7.824046010856292
8954,8.281470857895167
41249,7.696212639346407
26978,7.600902459542082
34508,7.1891677384203225
46141,7.893572073504902
5457,7.738488122494646
43580,7.762170607138205
11717,7.600902459542082
446,8.146129510025405
24416,7.863266724009573
33673,8.131530710604252
39182,8.049746290952191
23817,7.822044008185619
16041,7.693937325509272
38429,8.101677747454572
26707,8.1886891244442
4450,7.9355873855892
5969,7.729735331385051
2257,8.422882511944996
1220,7.718685495198466
13128,8.1886891244442
13100,8.070906088787819
6533,8.292798858200374
15478,9.64859530290734
40521,8.630521876723241
12689,8.130059039992796
21033,7.955074273262696
39005,7.968319500012717
15877,7.467371066917559
12658,8.070906088787819
4488,7.882314918980268
13482,8.174702882469461
34438,8.131530710604252
48028,7.824046010856292
39505,7.648739788956242
28718,7.649692623711514
24505,8.101677747454572
47425,8.28121766128665
6821,8.366370301681654
17533,7.649692623711514
19267,8.187299270155147
37276,7.693937325509272
40332,8.475328987317539
3328,8.116715624819111
20490,8.584851839890053
1004,8.15908865466791
31613,7.600902459542082
28610,8.747510946478448
9818,9.851931065621724
43811,7.861341795599989
47743,7.99799931797973
20377,8.00469951054955
49079,8.433811582477187
38824,8.101677747454572
1889,8.422882511944996
45319,7.820840879907344
2473,8.00469951054955
25596,8.174702882469461
20548,8.556413904569519
986,8.69851424787661
42634,8.18004072349016
18339,8.287780027088433
45246,8.336869637284956
23922,8.162516250140179
6088,7.90100705199242
3933,8.556413904569519
47378,8.648221453822641
6044,8.411832675758411
8519,7.863266724009573
26321,7.863266724009573
47794,7.933796874815411
25259,7.783224016336037
10176,7.393263094763838
13663,8.333270353255308
1268,7.824046010856292
21441,8.306472160100585
19738,8.699514748210191
36379,8.892473968347087
20829,7.783224016336037
6608,8.648221453822641
9373,8.131530710604252
35864,8.037543185118697
25639,8.68270762989381
23264,8.162801353492073
16608,8.116715624819111
30842,8.249313746260636
24410,8.364042011922063
6579,7.438383530044307
22868,7.824046010856292
7303,7.6251071482389
38596,8.410720946905721
30260,7.90100705199242
29358,8.556413904569519
1977,7.549609165154532
7274,7.824046010856292
785,7.52294091807237
37209,7.7406644019172415
15526,7.882314918980268
465,7.7406644019172415
42352,7.536363938404511
34326,7.861341795599989
38867,7.894318063841624
44313,7.972466015974565
34658,8.174702882469461
46501,8.935903526274423
12670,8.00469951054955
7450,9.210340371976184
45277,7.793586803371584
39681,9.126958763037132
19881,8.262816937670928
4690,8.290794347381356
5610,8.365206834418355
37405,7.882314918980268
6933,7.843848638152472
40257,8.031060180240619
38860,8.496990484098719
4633,8.122668023346407
43410,7.772752716468742
12691,7.972466015974565
13046,8.858652969548489
39642,7.7406644019172415
4141,7.170119543449628
11104,8.101677747454572
17290,8.070906088787819
21949,8.130059039992796
18260,8.160518247477505
33765,8.003028666384733
39666,8.047509510981422
38682,8.205218426395412
32790,7.822044008185619
3660,8.27893600229198
666,7.99799931797973
46514,8.055157731819678
38650,8.85366542803745
30744,7.824046010856292
31212,8.594154232552366
23594,7.575584651557793
43773,8.006367567650246
30897,8.464635940677562
11927,8.006367567650246
36757,7.600902459542082
6592,8.146129510025405
7670,8.160518247477505
27925,8.101677747454572
16573,8.130059039992796
32765,7.820037989458753
12201,8.070906088787819
47170,7.592870287844818
1436,7.7406644019172415
27327,7.824046010856292
56,7.955074273262696
25573,8.15908865466791
10868,8.146129510025405
27250,8.006367567650246
14591,8.130059039992796
44057,8.070593539949519
17696,8.070906088787819
395,7.762170607138205
13894,7.647308832356238
26675,7.863266724009573
34559,7.9355873855892
40770,8.62604759632832
5372,7.467371066917559
24649,7.972466015974565
17374,9.22029070282935
32894,8.131530710604252
29727,7.978310969867722
43878,8.160518247477505
47891,8.055157731819678
10597,8.491875383431948
30238,8.517193191416238
42973,7.696212639346407
46940,7.863266724009573
41930,7.346010209913293
876,8.449984441722787
33851,7.779048644925556
2755,7.919356190660617
22348,7.600902459542082
30086,8.070906088787819
10073,7.882314918980268
46728,7.7406644019172415
43508,7.595889917718538
3998,8.669914278433902
40278,7.7406644019172415
40440,7.937374696163295
7918,7.8119734296220225
28307,7.972466015974565
20980,8.216088098632316
26220,8.1886891244442
5905,7.989560449333865
42191,8.922658299524402
43635,8.006367567650246
48116,8.691146498539675
36512,8.250358951477294
686,8.366370301681654
36072,7.970740390007095
2188,7.416378479192928
25859,8.292798858200374
4451,7.625595072132453
8001,7.600902459542082
44700,7.813995675002791
7196,8.48673398393153
3066,8.063062911326792
43781,7.647308832356238
22525,8.006367567650246
6649,7.90100705199242
11243,7.937374696163295
9982,7.970740390007095
23851,8.116715624819111
33983,8.022896869601457
15057,7.509335266016592
47419,7.953318346560431
1695,8.922658299524402
5673,7.824046010856292
8707,8.760139370026627
2337,7.625595072132453
5206,7.861341795599989
19297,7.803843303538772
10954,8.100161446936607
107,7.975908360165538
42389,8.101677747454572
21914,8.070906088787819
10478,8.366370301681654
47431,7.90100705199242
19553,8.00469951054955
9239,7.684783943522785
7329,7.824046010856292
32028,7.972466015974565
39929,8.664750755773852
8695,8.389359819906353
22392,8.517193191416238
22086,7.600902459542082
3043,8.242756345714477
805,8.648221453822641
17598,7.600902459542082
30296,8.101677747454572
8071,7.673223121121708
19835,7.536363938404511
40655,8.476371196895983
24606,8.242756345714477
39852,8.732304571033183
35723,7.600902459542082
28384,7.575584651557793
566,8.131530710604252
38520,8.031060180240619
281,8.15908865466791
9370,8.507142855562735
27905,8.729073550451737
5791,8.160232492367689
15879,8.330863613224745
19257,7.494986233950533
2334,8.838551790227402
35980,7.4815557019095165
8328,7.90100705199242
26584,7.919356190660617
5050,7.933796874815411
18993,7.495541943884256
32185,8.966994113344454
30470,7.90100705199242
9851,7.549609165154532
32606,8.187299270155147
7193,7.5883236773352225
29201,8.24143968982973
29698,8.331586243630754
6197,8.267448958304849
44569,8.242756345714477
13608,7.863266724009573
12698,7.955074273262696
23562,7.963807953231451
8478,8.389359819906353
5754,7.625595072132453
45526,8.517193191416238
31844,8.242756345714477
26729,8.656955133791396
30916,7.783224016336037
11123,8.037543185118697
23484,7.575584651557793
632,7.813995675002791
20379,7.696212639346407
43858,8.195609567288775
39276,7.843848638152472
17945,8.34283980427146
10533,8.131530710604252
23179,7.718685495198466
25671,7.9355873855892
42796,8.767173396684006
24249,8.181720455128108
40380,7.762170607138205
26705,8.086410275323782
17887,7.7406644019172415
29579,7.166265974133638
38113,8.006367567650246
13464,8.160518247477505
47187,8.7787879291047
39087,8.086410275323782
13217,7.24422751560335
1435,8.366370301681654
14165,8.109224953089955
6109,7.362010551259734
11344,8.34283980427146
6149,8.293799608846818
22234,8.09559870137819
32963,7.86288203464149
28416,7.362010551259734
13115,7.649692623711514
32492,8.389359819906353
40311,7.989560449333865
3013,7.644919344958857
32527,7.562681246721884
27506,8.556413904569519
37710,8.294049640102028
15996,7.955074273262696
13911,7.882314918980268
14891,8.101677747454572
38367,7.882314918980268
21955,7.751475318021456
6906,8.131530710604252
31888,8.410720946905721
40022,8.125926802707886
4648,8.573573524852344
19593,7.897296472595885
8759,7.989560449333865
47287,7.751475318021456
47157,7.781138509845015
14052,8.365206834418355
27538,8.070906088787819
22911,8.292798858200374
47960,8.294049640102028
45153,7.882314918980268
32650,8.131530710604252
4881,8.496990484098719
10976,8.517193191416238
45317,7.803843303538772
38544,7.958227192322312
10265,9.392661928770137
30751,8.444622498581403
9235,7.495541943884256
23550,7.7406644019172415
13778,8.116715624819111
6202,8.101677747454572
30792,8.1886891244442
46269,8.100161446936607
21449,8.663369301573839
21112,8.411832675758411
708,8.131530710604252
14777,8.34283980427146
22413,8.131530710604252
44304,7.438383530044307
1119,8.546751993657782
39460,9.564512185696795
28619,8.406261630708956
10747,7.863266724009573
34083,7.90100705199242
18251,8.60337088765729
38615,7.549082710812286
18685,8.45531778769815
21120,8.779557455883728
6490,7.863266724009573
35868,8.214735833382303
24812,8.15908865466791
46454,7.91862865334224
41261,7.937374696163295
23692,7.861341795599989
10104,8.160518247477505
14923,7.955074273262696
26115,7.7406644019172415
33616,7.90100705199242
40855,7.696212639346407
26492,7.863266724009573
39949,7.731930721948486
35989,8.986571625268054
33787,8.475328987317539
25568,7.869019376499023
19745,7.729735331385051
37529,7.7406644019172415
8357,8.138856750696325
41771,7.661527081358517
3866,8.101677747454572
26576,7.438383530044307
9801,7.937374696163295
1513,7.536363938404511
30181,7.970740390007095
45941,8.93260863037757
36887,7.824046010856292
15193,7.824046010856292
6964,8.125630988477065
5537,8.611593866837723
23047,8.070906088787819
18075,7.600902459542082
8432,7.882314918980268
15758,7.783224016336037
39718,8.630521876723241
1112,8.411832675758411
47364,8.986571625268054
3669,8.779557455883728
16599,8.131530710604252
9999,8.454253391642363
20691,8.039157390473237
40716,7.900636613018005
27020,8.242756345714477
19856,7.893198869544609
30652,7.863266724009573
42871,8.101677747454572
24677,8.069342366811636
15801,8.656955133791396
41929,7.90100705199242
9817,9.528430400599346
7793,7.872836175025724
34411,7.346010209913293
21195,7.937374696163295
7633,7.83399634170946
3845,8.209308411646937
30791,7.696212639346407
45270,8.054204897064407
26229,8.180320874773685
17230,7.691656822810547
32596,8.31752199628717
16080,8.209308411646937
9800,8.281470857895167
795,8.1886891244442
42022,8.747510946478448
38912,7.910223707097344
5496,7.853604813097837
28236,7.944492163932159
868,8.006367567650246
37679,9.259130536145614
32870,8.216088098632316
38717,8.294049640102028
18955,7.762170607138205
28540,7.919356190660617
16005,8.131530710604252
12323,8.100161446936607
24163,7.910223707097344
16897,8.16763571524637
43044,8.187299270155147
48364,7.393263094763838
40575,8.267448958304849
39382,8.512180649592693
36172,8.039157390473237
29841,7.891704659330107
17046,8.101677747454572
33057,7.989560449333865
47322,8.366370301681654
11637,8.131530710604252
35848,8.90571557879409
2333,8.656781205623291
4555,8.294049640102028
44269,7.673223121121708
5219,7.955074273262696
19258,8.716044050161402
47247,7.899153483343097
37037,7.625595072132453
38322,7.989560449333865
4158,8.070906088787819
31656,8.45531778769815
7665,7.866338923046544
17071,8.365206834418355
41782,7.549609165154532
39148,8.00469951054955
22581,7.738488122494646
1048,8.225503097566918
21752,7.598399329323964
6319,8.1886891244442
42559,7.946263643580541
31855,8.457018468380168
18385,8.457018468380168
10827,8.294049640102028
24485,8.160518247477505
32273,7.823645930834952
47144,7.928406026180535
4253,7.83399634170946
42935,7.090076835776092
24784,8.101677747454572
43966,7.987864096085687
2228,7.783224016336037
5464,8.714403360703942
48707,8.160518247477505
34899,8.022896869601457
4899,8.268731832117737
42316,8.366370301681654
23511,7.891704659330107
6250,8.153349757998892
34794,8.00469951054955
20693,7.993619994827744
19174,7.937374696163295
450,8.66561319653451
25135,8.146129510025405
15208,8.699514748210191
13813,8.12415060330663
21951,8.467582690862903
48318,7.769378609513984
44948,8.213381737034572
40030,9.615805480084347
37832,8.517193191416238
10820,7.395721608602045
44470,7.377758908227872
5829,8.24143968982973
5578,7.696212639346407
26953,7.695757990554761
10562,7.549609165154532
41809,6.954638864880987
26906,8.0861025356691
21402,8.130059039992796
29998,8.0040315078527
4980,7.782807262839695
7488,7.625595072132453
1517,7.467371066917559
25894,8.496990484098719
5814,7.696212639346407
40748,8.00469951054955
20412,7.549609165154532
1308,8.973984926689743
43084,7.90100705199242
1953,8.648221453822641
47075,7.649692623711514
17586,8.242756345714477
10289,8.15908865466791
9096,7.783224016336037
22534,7.843848638152472
32802,8.360539381370861
22486,7.718685495198466
2302,8.156223323194624
5243,7.7406644019172415
35439,8.366370301681654
7958,8.45531778769815
22224,8.612503371220562
33674,7.891704659330107
23699,7.7406644019172415
21342,7.429520842786462
1907,7.970740390007095
9860,7.684783943522785
14192,7.970740390007095
47559,7.575584651557793
12136,7.783224016336037
41663,7.562681246721884
42563,8.131530710604252
39052,7.562681246721884
38823,8.006367567650246
15613,7.803843303538772
39865,8.433811582477187
29673,8.101677747454572
32446,8.131530710604252
3484,8.181720455128108
16618,8.213381737034572
44884,7.813995675002791
17673,7.4815557019095165
40778,8.242756345714477
41503,8.037543185118697
45047,7.606387389772652
44176,8.193400231952097
41065,8.648221453822641
23365,8.66561319653451
33986,7.52294091807237
44225,8.216088098632316
37270,7.989560449333865
2132,7.955074273262696
36341,8.68270762989381
36023,7.575584651557793
42377,8.612503371220562
32975,8.101677747454572
18697,8.00603417874901
2427,8.101677747454572
36090,8.34283980427146
10090,7.954723334497908
45351,8.100161446936607
36878,8.779557455883728
6232,7.693937325509272
30277,8.294049640102028
34618,8.1886891244442
34783,8.128880142125638
12572,7.9355873855892
32224,8.611593866837723
4771,8.612503371220562
46435,8.086410275323782
21137,8.101677747454572
39800,8.775703886567738
35524,7.696212639346407
35196,8.496990484098719
29740,7.989560449333865
4473,7.393263094763838
14240,8.146129510025405
29006,7.718240951959316
26833,8.022896869601457
44400,8.15478757276852
25770,7.824046010856292
46197,8.25582842728183
13689,7.872836175025724
18515,8.612503371220562
9559,8.40178233990491
31987,7.839525581704678
47209,7.99799931797973
44919,9.433483923290392
27144,8.31752199628717
14076,8.1886891244442
2897,7.438383530044307
11190,8.475328987317539
33434,7.891704659330107
3024,7.600902459542082
14087,8.747510946478448
17234,7.5652752818989315
1213,8.465268118551318
3958,7.673223121121708
40485,7.937374696163295
12894,8.281470857895167
11541,7.972466015974565
7569,8.66561319653451
43974,8.388222810119277
44648,7.696212639346407
32483,8.100161446936607
16601,7.882314918980268
40574,8.039157390473237
15816,7.693937325509272
45682,7.779048644925556
36284,7.600902459542082
15783,8.763271714012943
43839,8.909235279192261
29856,8.66561319653451
25834,7.673223121121708
28996,7.649692623711514
19231,8.556413904569519
19450,8.475328987317539
43921,8.66544076787644
29136,8.699514748210191
40745,7.843848638152472
4210,8.028781162487148
36382,8.648221453822641
19039,7.509335266016592
18099,8.006367567650246
41207,8.086410275323782
4478,7.649692623711514
19386,7.90100705199242
3271,7.989560449333865
2587,8.006367567650246
5164,8.630521876723241
3862,8.063062911326792
24167,8.630521876723241
21876,7.8434564043761155
31943,7.52294091807237
16744,8.517193191416238
9236,8.999001866111735
39948,8.25582842728183
10142,7.972466015974565
46143,8.756210091886738
33872,7.495541943884256
43121,8.070906088787819
25282,7.822044008185619
10183,8.101677747454572
8480,8.160518247477505
8068,8.039157390473237
46049,7.696212639346407
46165,8.160518247477505
12169,8.160518247477505
9986,8.214735833382303
26498,7.803843303538772
23974,8.143226750367445
30645,7.546974117516527
27492,7.803843303538772
23563,8.039157390473237
45558,8.268218880067506
26297,7.625595072132453
30947,8.411832675758411
11915,7.772752716468742
42595,8.0774471493312
29774,7.972466015974565
4043,7.919356190660617
24705,7.843848638152472
43291,8.699514748210191
44183,8.070906088787819
40768,7.495541943884256
2263,9.60911649193355
10941,7.549609165154532
36562,9.615805480084347
46266,8.294049640102028
24549,7.926241523170962
21740,7.7406644019172415
11780,8.070906088787819
19276,8.922658299524402
30766,7.843848638152472
11622,7.861341795599989
39801,7.919356190660617
14721,8.612503371220562
48166,8.100161446936607
24172,7.600902459542082
30774,7.647308832356238
45565,8.070906088787819
21490,7.693937325509272
41974,8.400659375160286
29807,8.146129510025405
24524,7.942006808489856
3080,8.594154232552366
46000,9.680031452383618
32564,7.52294091807237
17854,7.919356190660617
29144,8.411832675758411
41369,7.86288203464149
6241,8.146129510025405
35412,8.365206834418355
25737,8.281470857895167
4019,8.584851839890053
28788,8.338066525518801
20845,8.100161446936607
41878,7.9229859587111955
16453,7.783224016336037
993,8.366370301681654
1407,8.187299270155147
18361,8.308199063206446
34391,7.861341795599989
41335,7.917536353943631
38295,7.972466015974565
7312,8.594154232552366
30407,8.829079952564836
34271,7.703007682479236
1345,7.696212639346407
15377,7.751475318021456
43503,7.346010209913293
42227,7.7406644019172415
16567,8.086410275323782
15496,7.625595072132453
15524,8.716044050161402
44248,7.781138509845015
9648,8.1886891244442
8740,8.863615758890619
18667,8.24143968982973
46022,7.546974117516527
8843,7.4815557019095165
418,8.760923376338836
3517,8.281470857895167
37727,7.423568444259167
17851,7.872836175025724
13286,7.937374696163295
4936,8.433811582477187
9713,7.824046010856292
33684,8.242756345714477
32150,7.863266724009573
30600,8.055157731819678
542,7.509335266016592
14194,8.294049640102028
28992,7.824046010856292
3561,8.131530710604252
4200,8.68185981297147
16768,7.45298232946546
17902,7.972466015974565
17074,7.803843303538772
46164,7.24422751560335
3912,7.52294091807237
36881,7.882314918980268
47427,8.202482446576537
35810,7.673223121121708
26435,8.37216741936598
9589,8.131530710604252
41066,7.625595072132453
23129,7.762170607138205
33396,7.822044008185619
45172,8.34283980427146
20496,8.25582842728183
14684,7.718685495198466
5245,8.516192691082654
23903,7.24422751560335
15789,8.630521876723241
40892,8.536995818712418
23921,9.052516286782616
9828,9.392661928770137
46021,7.313220387090301
23987,7.7406644019172415
46001,8.698681067461614
25746,8.131530710604252
11652,8.069342366811636
11862,7.27931883541462
8276,7.783224016336037
35522,7.946263643580541
32081,7.972466015974565
20318,7.83399634170946
34053,8.100161446936607
25909,8.055157731819678
43298,8.100161446936607
42992,8.116715624819111
25010,7.492760300922379
7145,7.928406026180535
16905,8.433811582477187
30780,7.52294091807237
40347,8.67846133901236
24736,7.955074273262696
4717,8.310169021981912
40470,8.1886891244442
47175,7.549609165154532
1339,8.261268150577648
7179,9.305650551780507
27152,8.767173396684006
37091,7.9247959139564355
12951,7.863266724009573
45907,7.955074273262696
46628,8.022896869601457
5442,8.131530710604252
38873,7.951559331155252
19379,8.195609567288775
10036,7.27931883541462
47972,8.66561319653451
37489,7.647308832356238
34965,8.68270762989381
4201,8.1886891244442
726,8.268731832117737
159,8.058643712215618
12619,8.216088098632316
10342,8.101677747454572
41733,8.216088098632316
37217,8.779557455883728
37938,8.756210091886738
32951,7.729735331385051
45561,7.467371066917559
24954,7.696212639346407
15402,8.584851839890053
35578,8.788898309344878
21343,7.863266724009573
32725,9.564512185696795
10996,8.291295851905407
47382,7.910223707097344
26886,8.131530710604252
46136,8.18757739559151
45256,8.216088098632316
22918,7.861341795599989
25686,8.006367567650246
9388,8.1886891244442
45262,8.630521876723241
7970,7.955074273262696
48728,7.408530566894626
7048,7.718685495198466
14457,8.006367567650246
43891,7.625595072132453
28714,7.647308832356238
1910,7.969011781106478
11464,7.673223121121708
1496,8.063062911326792
41493,7.52294091807237
9466,7.899153483343097
25356,8.281470857895167
35706,7.90100705199242
42782,7.438383530044307
6707,7.467371066917559
4474,8.294049640102028
32315,7.783224016336037
34680,7.625595072132453
8821,8.101677747454572
7021,7.649692623711514
43098,7.822044008185619
25907,8.366370301681654
25001,7.824046010856292
28797,7.969011781106478
6461,7.2078598714324755
26242,8.366370301681654
35183,7.882314918980268
15997,9.392245175273796
5633,8.1886891244442
36178,7.937374696163295
26325,8.286521373681236
13589,7.738488122494646
15416,7.933796874815411
4340,7.7406644019172415
5751,7.955074273262696
32896,8.202482446576537
6847,8.422882511944996
28327,7.696212639346407
20299,7.824046010856292
8738,7.377758908227872
47006,8.612503371220562
47041,7.20414929203594
47474,8.88875674784872
14698,8.039157390473237
5828,8.987196820661973
6345,8.574518258035507
26700,7.824046010856292
13563,7.919356190660617
45478,7.693937325509272
31748,8.664750755773852
13446,8.630521876723241
8186,8.294049640102028
2032,7.863266724009573
19612,8.267448958304849
42387,7.863266724009573
3699,8.536014945656826
27720,8.00469951054955
3219,8.070906088787819
15998,7.736307096548285
11138,8.748304912379623
16151,8.318742252692399
42445,8.517193191416238
31941,7.740229524763182
12170,7.085901464365611
21753,8.496990484098719
32174,7.696212639346407
12666,7.600902459542082
43273,8.294049640102028
14965,7.703007682479236
8801,7.467371066917559
18623,7.467371066917559
14056,8.267448958304849
44589,7.972466015974565
14998,7.549609165154532
26983,7.647308832356238
22720,8.25582842728183
8078,7.549609165154532
33399,8.055157731819678
9761,8.866440619526173
28323,8.664750755773852
15273,8.202482446576537
43594,8.142645185942795
27428,7.891704659330107
15341,8.760139370026627
39617,9.615805480084347
20237,8.006367567650246
28921,8.10711747075039
18531,9.210340371976184
33093,8.94832604627298
24743,8.131530710604252
750,8.732304571033183
15873,7.919356190660617
13445,7.781138509845015
48815,8.48673398393153
41451,8.086410275323782
40721,8.656955133791396
5952,7.73718007783463
35976,8.763271714012943
41617,7.824046010856292
3981,8.318742252692399
11551,7.52294091807237
2503,7.937374696163295
24821,8.698681067461614
3988,8.341648618901306
3147,7.863266724009573
46925,7.863266724009573
35732,8.086410275323782
20254,8.496990484098719
47258,7.824046010856292
15563,8.300280189852664
8963,8.15908865466791
40958,8.069342366811636
20905,8.069342366811636
40620,7.718685495198466
2018,8.294049640102028
44046,7.783224016336037
10840,8.511175119090675
39105,8.968268810776454
13240,8.293799608846818
6104,8.292798858200374
29597,8.214735833382303
25620,9.35010231435134
7801,8.214735833382303
3626,8.086410275323782
29251,8.556413904569519
20219,7.90100705199242
43529,8.22817689595132
17317,7.575584651557793
11811,7.7406644019172415
6742,8.62155320674048
10119,7.575584651557793
27512,7.7406644019172415
39977,8.444622498581403
3532,7.863266724009573
24446,8.823942326585245
42199,8.1886891244442
48956,8.130059039992796
31287,7.899153483343097
8751,8.32845106681936
42149,8.628734566149145
40553,8.022896869601457
41964,8.00469951054955
28857,7.620705086838262
48620,7.783224016336037
40201,8.196987927258897
25355,9.033006356693267
11063,8.612503371220562
17180,8.699348067653093
42941,8.411832675758411
12414,8.006367567650246
42449,7.600902459542082
39381,8.414052432496725
42788,8.00469951054955
13246,7.892452043520352
17051,8.517193191416238
7572,8.605387202152153
30732,8.612503371220562
3655,8.8023721336499
13175,8.411832675758411
17692,8.594154232552366
5419,7.762170607138205
13546,7.598399329323964
24747,7.955074273262696
33648,8.078688229229872
44151,8.1886891244442
36323,8.612503371220562
35769,7.90100705199242
48799,8.365206834418355
22295,8.902455592206882
19504,8.069342366811636
548,7.891704659330107
41182,8.732304571033183
38626,8.698347400458186
4660,9.287301413112312
7380,7.886081401775745
39911,7.29641326877392
26769,8.536995818712418
28430,7.937374696163295
41803,8.19063168090354
42163,7.824046010856292
426,7.813995675002791
12402,8.160518247477505
30997,7.861341795599989
47811,8.25582842728183
48416,7.824046010856292
45882,7.1891677384203225
23032,8.732304571033183
45082,8.49596955496461
28595,8.296546520300614
0,7.783224016336037
20229,8.214735833382303
33722,7.909489492673759
23001,7.600902459542082
17307,7.899153483343097
8406,7.696212639346407
20398,7.43543801981455
10806,8.094073148069352
7562,7.822044008185619
48053,7.90100705199242
13860,8.294049640102028
16056,8.393894975071744
37517,8.267448958304849
7160,7.9355873855892
33258,8.268731832117737
22528,8.214735833382303
21204,8.450198322591959
43798,8.054204897064407
37623,8.086410275323782
30505,8.642062173462106
24005,8.313116702819253
11662,8.212839584676484
15408,7.989560449333865
20660,7.822044008185619
23965,8.341648618901306
37536,7.781138509845015
31437,8.216088098632316
36995,9.081938657171658
6430,8.006367567650246
29013,7.90100705199242
25062,8.732304571033183
